10,0.017095901,5.55358795206425E-05
20,0.00062078888,1.63947610326832E-06
30,9.6714001E-05,2.39317805360605E-07
40,2.642402E-05,7.63205826852373E-08
50,9.8157985E-06,4.66311228426159E-08
60,4.3355357E-06,4.38029318850043E-08
70,2.34303852E-06,4.96044800526468E-08
80,1.25953877E-06,5.1447431453775E-08
90,7.41168721E-07,4.38209593249608E-08
100,6.23112527E-07,3.67362874330572E-08
110,5.34950479E-07,4.0223129414567E-08
120,5.51668711E-07,4.25104338613891E-08
130,5.20701289E-07,3.63874890414059E-08
140,5.16922388E-07,3.87395474708197E-08
150,5.4473488E-07,4.13112635875181E-08
160,5.80335586E-07,4.42021969099273E-08
170,5.888822048E-07,4.68265916669036E-08
180,5.73758732E-07,4.3581197168257E-08
190,6.56016243E-07,4.87430716795012E-08
200,6.86756136E-07,4.64238918860668E-08
210,6.56671145E-07,4.26361838076188E-08
220,6.75703565E-07,5.59347986213879E-08
230,7.02594748E-07,5.15990481919988E-08
240,7.16109109E-07,5.00433434373464E-08
250,6.46206788E-07,5.26596366425533E-08
260,7.10020517E-07,5.17711566171651E-08
270,6.92322171E-07,4.99553358624027E-08
280,7.08005789E-07,5.4075061299274E-08
290,8.06237617E-07,5.4125000774631E-08
300,8.56775017E-07,6.39321386506413E-08
310,7.52811229E-07,5.6001225887721E-08
320,8.54201192E-07,6.47137429699323E-08
330,7.56452379E-07,6.04017275561192E-08
340,7.49927523E-07,5.62180314787142E-08
350,8.999263278E-07,5.69479251978099E-08
360,9.4231393E-07,6.04776068992353E-08
370,7.9886552E-07,5.56044433556433E-08
380,9.47546585E-07,6.90981617919774E-08
390,8.063205578E-07,5.72165205890554E-08
400,8.56115336E-07,6.49729671158373E-08
410,7.57716887E-07,5.11696695812486E-08
420,1.024509008E-06,7.67630818404189E-08
430,8.88082792E-07,6.43128731156877E-08
440,7.66397363E-07,5.80138696261634E-08
450,8.74552937E-07,5.50286966959738E-08
460,9.33389826E-07,6.18158521082666E-08
470,1.009012118E-06,7.52653265272922E-08
480,8.66938331E-07,6.50262958327665E-08
490,1.022663075E-06,7.23977198862746E-08
500,1.087428255E-06,8.09690756715995E-08
510,1.100198422E-06,7.63722510618161E-08
520,1.077785259E-06,7.70166327410202E-08
530,1.07415859E-06,7.23027098601835E-08
540,8.95874001E-07,5.92048799436392E-08
550,8.70332892E-07,6.62064490541804E-08
560,1.045155362E-06,7.83356908163335E-08
570,9.35846489E-07,7.76834511499517E-08
580,1.113802801E-06,8.74615702774701E-08
590,1.14667836E-06,8.36088136442873E-08
600,1.1726797097E-06,9.36633550190254E-08
610,1.097245371E-06,8.69467751547899E-08
620,1.02158711E-06,7.69731129193613E-08
630,9.86258732000001E-07,7.10968826892729E-08
640,1.105144884E-06,8.58571532733335E-08
650,1.148586443E-06,8.33472832505513E-08
660,1.17070928E-06,7.67279722433348E-08
670,1.22745587E-06,8.53523496842137E-08
680,1.11633389E-06,7.41850414303613E-08
690,1.199334328E-06,8.9390769910423E-08
700,1.1721563383E-06,8.53236336438295E-08
710,1.088341363E-06,7.06354638565759E-08
720,1.14455291E-06,8.69174087771292E-08
730,1.21869555E-06,8.32969872033098E-08
740,1.164438184E-06,8.69956486980875E-08
750,1.22201587E-06,8.78312049273102E-08
760,1.269139223E-06,9.15049877737669E-08
770,1.298787109E-06,9.71946062263468E-08
780,1.29733932E-06,9.33897837593014E-08
790,1.238980636E-06,7.86076490515069E-08
800,1.37118167E-06,9.14128945259814E-08
810,1.339327293E-06,9.28695061036447E-08
820,1.237430706E-06,9.34332708814434E-08
830,1.316973382E-06,8.99660409050656E-08
840,1.395070627E-06,1.00195029802309E-07
850,1.286584306E-06,9.09361177948405E-08
860,1.243491198E-06,8.38965623867001E-08
870,1.235096086E-06,8.62587845413619E-08
880,1.290451893E-06,8.52853433316843E-08
890,1.232469464E-06,9.36678537059666E-08
900,1.241937487E-06,8.92468267938388E-08
910,1.54560686E-06,1.00342031058919E-07
920,1.383013156E-06,9.8753703399782E-08
930,1.34073613E-06,9.14129902531968E-08
940,1.35776672E-06,9.54645861288263E-08
950,1.165438519E-06,8.43693263208146E-08
960,1.383527487E-06,1.03374607116558E-07
970,1.344353127E-06,9.73680905875462E-08
980,1.37726717E-06,8.99770245604315E-08
990,1.379391849E-06,1.01644201829386E-07
1000,1.470694812E-06,9.85418326288608E-08
